task,team,timestamp,rank_video,elapsed_since_task_start_ms,QT,QT_Explanation,category,type,value,additionals
vbse002,visione2,1668157668982,2917.0,97008.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablue 0bblue 1ablue 1bblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro3,1668157669000,338.0,97026.0,Text,type == jointEmbedding,TEXT,jointEmbedding,colorfull blury railway tracks,{}
vbse002,visione4,1668157670267,inf,98293.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.+ two railway tracks in the middle of the green,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157670568,8628.0,98594.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157670568,8628.0,98594.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157670568,8628.0,98594.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablue 0bblue 1ablue 1bblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,cvhunter3,1668157670687,2.0,98713.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Viewer moving fast backwards on double railway tracks blurred vision.,{}
vbse002,cvhunter1,1668157671324,169.0,99350.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Viewer moving fast on two railway tracks,{}
vbse002,cvhunter3,1668157671898,2.0,99924.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Viewer moving fast backwards on double railway tracks blurred vision.,{}
vbse002,visione2,1668157672033,inf,100059.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157672033,inf,100059.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157672033,inf,100059.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablue 0bblue 1ablue 1bblue 2ablue 2bblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,cvhunter1,1668157672161,169.0,100187.0,Text,type == JointEmbedding,TEXT,JointEmbedding,CLIP: Viewer moving fast on two railway tracks,{}
vbse002,visione2,1668157672665,inf,100691.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157672665,inf,100691.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157672665,inf,100691.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablue 0bblue 1ablue 1bblue 2ablue 2bblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione1,1668157673166,123.0,101192.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks+ green+ 0cgreen 0dgreen 1cgreen 1dgreen 2cgreen 2dgreen,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, occur=and,simReorder=false""}"
vbse002,visione2,1668157674112,inf,102138.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157674112,inf,102138.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablue 0bblue 1ablue 1bblue 2ablue 2bblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157674112,inf,102138.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione4,1668157676147,inf,104173.0,Text,type == jointEmbedding,TEXT,jointEmbedding,two railway tracks in the middle of the green,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro1,1668157677000,inf,105026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{}
vbse002,vibro1,1668157678000,3286.0,106026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{}
vbse002,visione2,1668157678532,21.0,106558.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157678532,21.0,106558.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablue 0bblue 0cblue 0dblue 0eblue 0fblue 0gblue 1ablue 1bblue 1cblue 1dblue 1eblue 1fblue 1gblue 2ablue 2bblue 2cblue 2dblue 2eblue 2fblue 2gblue 3fgreen 3ggreen 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157678532,21.0,106558.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro4,1668157679000,2047.0,107026.0,Text,type == jointEmbedding,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, blue tint",{}
vbse002,vibro1,1668157679000,inf,107026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{}
vbse002,vibro1,1668157680000,inf,108026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{}
vbse002,visione2,1668157680932,2930.0,108958.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157680932,2930.0,108958.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablue 0bblue 0cblue 0dblue 0eblue 0fblue 0gblue 1ablue 1bblue 1cblue 1dblue 1eblue 1fblue 1gblue 2ablue 2bblue 2cblue 2dblue 2eblue 2fblue 2gblue 4egreen 4fgreen 4ggreen 5egreen 5fgreen 5ggreen 6egreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157680932,2930.0,108958.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro1,1668157681000,inf,109026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{}
vbse002,visione2,1668157681731,1843.0,109757.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablue 0bblue 0cblue 0dblue 0eblue 0fblue 0gblue 1ablue 1bblue 1cblue 1dblue 1eblue 1fblue 1gblue 2ablue 2bblue 2cblue 2dblue 2eblue 2fblue 2gblue 4fgreen 4ggreen 5fgreen 5ggreen 6fgreen 6ggreen,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157681731,1843.0,109757.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue green,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157681731,1843.0,109757.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro1,1668157682000,inf,110026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 13686 at 00:04:40:00 (Frame #7000),{}
vbse002,visione1,1668157683694,2881.0,111720.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks+ green+ railway+ 0cgreen 0dgreen 1cgreen 1dgreen 2cgreen 2dgreen,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro3,1668157684000,914.0,112026.0,Text,type == jointEmbedding,TEXT,jointEmbedding,blury railway tracks with blue sky,{}
vbse002,cvhunter4,1668157684803,133.0,112829.0,Image,category == IMAGE,IMAGE,feedbackModel,Bayes CLIP 15821:2727_10911:25534_12565:4812_9853:22695_3896:46028_10529:3681_2213:612_5189:10317_7113:4738_12119:2570_| group:1|16612:962_,{}
vbse002,vibro2,1668157685000,4.0,113026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 04858 at 00:00:03:50 (Frame #105),{}
vbse002,vibro1,1668157686000,4.0,114026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 04858 at 00:00:03:50 (Frame #105),{}
vbse002,vibro1,1668157690000,737.0,118026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 10335 at 00:27:52:50 (Frame #41812),{}
vbse002,visione3,1668157690210,inf,118236.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks+ two tracks in the middle of the trees,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione1,1668157693617,3695.0,121643.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks+ green+ Viewer moving fast backwards on railway tracks+ 0cgreen 0dgreen 1cgreen 1dgreen 2cgreen 2dgreen,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro1,1668157700000,1.0,128026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 16670 at 00:03:30:50 (Frame #5262),{}
vbse002,vibro1,1668157703000,3519.0,131026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 06344 at 00:07:50:00 (Frame #11750),{}
vbse002,vibro2,1668157704000,1.0,132026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 16670 at 00:03:30:50 (Frame #5262),{}
vbse002,visione1,1668157705864,8525.0,133890.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione4,1668157706660,7234.0,134686.0,Text,type == jointEmbedding,TEXT,jointEmbedding,two railway tracks run fast,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione3,1668157707949,inf,135975.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks+ two railway tracks in the middle of the trees,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro1,1668157708000,1.0,136026.0,Image,category == IMAGE,IMAGE,globalFeatures, video 16670 at 00:03:30:50 (Frame #5262),{}
vbse002,visione2,1668157712803,9007.0,140829.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione1,1668157716296,inf,144322.0,Text,type == jointEmbedding,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, green on the side","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157718880,91.0,146906.0,ODLS,type == LocalizedObjectAndColors,TEXT,LocalizedObjectAndColors,blue,"{""subtype"":""classes"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157718880,91.0,146906.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157718880,91.0,146906.0,ODLS,type == LocalizedObjectAndColors,TEXT, LocalizedObjectAndColors,0ablue 0bblue 0cblue 0dblue 0eblue 0fblue 0gblue 1ablue 1bblue 1cblue 1dblue 1eblue 1fblue 1gblue 2ablue 2bblue 2cblue 2dblue 2eblue 2fblue 2gblue,"{""subtype"":""position"",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro4,1668157721000,4127.0,149026.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks,{}
vbse002,visione2,1668157724251,inf,152277.0,Text,type == jointEmbedding,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, blue and green","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione1,1668157728238,inf,156264.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, green on the side+ green+ Viewer moving fast backwards on railway tracks+ 0cgreen 0dgreen 1cgreen 1dgreen 2cgreen 2dgreen","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro3,1668157730000,7736.0,158026.0,Text,type == jointEmbedding,TEXT,jointEmbedding,grey railway tracks and blue sky green on the right,{}
vbse002,visione4,1668157731058,3117.0,159084.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.+ two railway tracks run fast,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione1,1668157732029,inf,160055.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, green on the side+ Viewer moving fast backwards on railway tracks, green on the side","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse002,vibro3,1668157737000,4737.0,165026.0,Text,type == jointEmbedding,TEXT,jointEmbedding,grey railway tracks and blue sky green on the right moving,{}
vbse002,visione1,1668157738521,inf,166547.0,Temporal,Visione Temporal: Merge of several querries with the same timestamp,TEXT,jointEmbedding,"Viewer moving fast backwards on railway tracks, green on the side+ green+ Viewer moving fast backwards on railway tracks, green on the side+ 0cgreen 0dgreen 1cgreen 1dgreen 2cgreen 2dgreen","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}+ {""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}"
vbse002,visione2,1668157745931,9007.0,173957.0,Text,type == jointEmbedding,TEXT,jointEmbedding,Viewer moving fast backwards on railway tracks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}"
