task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,max_rank,category,type,value,additionals,teamFamily
vbse035,visione1,1,1668171514035,100946.0,118966.0,79.0,80.0,79.0,10000.0,TEXT,jointEmbedding,"A moving ferris wheel, recorded from the front and below","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171780191,8395.0,,108.0,2348.0,2348.0,10000.0,TEXT,jointEmbedding,A group of people paddling in a boat at night.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171833651,61855.0,,222.0,1231.0,1231.0,10000.0,TEXT,jointEmbedding,"A group of people paddling in a boat at night, small moon","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171849236,77440.0,,116.0,856.0,856.0,4374.0,TEXT,jointEmbedding,"A group of people paddling in a boat at night, small moon","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171849236,77440.0,,116.0,856.0,856.0,4374.0,TEXT,jointEmbedding,A group of people paddling in a boat at night,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171867595,95799.0,,76.0,641.0,641.0,4103.0,TEXT,jointEmbedding,"A group of people paddling in a boat at night, small blue light","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171867595,95799.0,,76.0,641.0,641.0,4103.0,TEXT,jointEmbedding,A group of people paddling in a boat at night,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171879380,107584.0,,4.0,inf,inf,1000.0,Image,globalFeatures,01120/01120_32.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=false""}",visione
vbse037,visione1,1,1668171891672,119876.0,,137.0,454.0,454.0,2238.0,TEXT,jointEmbedding,"A group of people paddling in a boat at night, small blue light","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171891672,119876.0,,137.0,454.0,454.0,2238.0,TEXT,jointEmbedding,a boat at night,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171900334,128538.0,,243.0,inf,inf,1263.0,TEXT,jointEmbedding,"A group of people paddling in a boat at night, small blue light","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171900334,128538.0,,243.0,inf,inf,1263.0,TEXT,jointEmbedding,a boat at night clouds,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171906544,134748.0,,inf,inf,inf,205.0,TEXT,jointEmbedding,"A group of people paddling in a boat at night, small blue light","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171906544,134748.0,,inf,inf,inf,205.0,TEXT,jointEmbedding,clouds,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171910988,139192.0,,223.0,inf,inf,451.0,TEXT,jointEmbedding,"A group of people paddling in a boat at night, small blue light","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171910988,139192.0,,223.0,inf,inf,451.0,TEXT,jointEmbedding,clouds in the dark,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171915997,144201.0,,182.0,inf,inf,396.0,TEXT,jointEmbedding,A group of people paddling in a boat at night,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171915997,144201.0,,182.0,inf,inf,396.0,TEXT,jointEmbedding,clouds in the dark,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171933216,161420.0,,182.0,inf,inf,396.0,TEXT,jointEmbedding,A group of people paddling in a boat at night,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171933216,161420.0,,182.0,inf,inf,396.0,TEXT,jointEmbedding,clouds in the dark,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171938289,166493.0,,314.0,inf,inf,1762.0,TEXT,LocalizedObjectAndColors,boat,"{""subtype"":""classes"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171938289,166493.0,,314.0,inf,inf,1762.0,TEXT,jointEmbedding,A group of people paddling in a boat at night,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171938289,166493.0,,314.0,inf,inf,1762.0,TEXT, LocalizedObjectAndColors,2cboat 2dboat 2eboat 3cboat 3dboat 3eboat,"{""subtype"":""position"",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171938289,166493.0,,314.0,inf,inf,1762.0,TEXT,jointEmbedding,clouds in the dark,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171969458,197662.0,,182.0,inf,inf,396.0,TEXT,jointEmbedding,A group of people paddling in a boat at night,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171969458,197662.0,,182.0,inf,inf,396.0,TEXT,jointEmbedding,clouds in the dark,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171998817,227021.0,,14.0,295.0,295.0,1379.0,TEXT,jointEmbedding,A group of people paddling in a boat at night,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668171998817,227021.0,,14.0,295.0,295.0,1379.0,TEXT,jointEmbedding,Remi are seen in the dark,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668172046304,274508.0,,55.0,569.0,569.0,10000.0,TEXT,jointEmbedding,"A group of people paddling in a boat at night, Remi are seen in the dark","{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668172052617,280821.0,,11.0,inf,inf,990.0,TEXT,jointEmbedding,"A group of people paddling in a boat at night, Remi are seen in the dark","{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse037,visione1,1,1668172052617,280821.0,,11.0,inf,inf,990.0,TEXT,jointEmbedding,dark couuds,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse038,visione1,1,1668172163738,7935.0,70003.0,44.0,229.0,229.0,10000.0,TEXT,jointEmbedding,A demonstration of the setup of a metal oven flue through the roof.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172352598,8187.0,187811.0,249.0,3030.0,3029.0,10000.0,TEXT,jointEmbedding,A rock carving followed by a picture of a stone/rock sculpture.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172382240,37829.0,187811.0,413.0,413.0,413.0,1000.0,Image,globalFeatures,07968/07968_72.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=false""}",visione
vbse039,visione1,1,1668172387318,42907.0,187811.0,413.0,413.0,413.0,1000.0,Image,globalFeatures,07968/07968_71.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=true""}",visione
vbse039,visione1,1,1668172390693,46282.0,187811.0,413.0,413.0,413.0,1000.0,Image,globalFeatures,07968/07968_71.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=true""}",visione
vbse039,visione1,1,1668172394614,50203.0,187811.0,249.0,3030.0,3029.0,10000.0,TEXT,jointEmbedding,A rock carving followed by a picture of a stone/rock sculpture.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=true""}",visione
vbse039,visione1,1,1668172408725,64314.0,187811.0,23.0,24.0,24.0,1112.0,TEXT,jointEmbedding,A rock carving followed by a picture of a stone/rock sculpture.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=true""}",visione
vbse039,visione1,1,1668172408725,64314.0,187811.0,23.0,24.0,24.0,1112.0,TEXT,jointEmbedding,a blue colored obelisk,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=true""}",visione
vbse039,visione1,1,1668172412661,68250.0,187811.0,23.0,24.0,24.0,1112.0,TEXT,jointEmbedding,A rock carving followed by a picture of a stone/rock sculpture.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172412661,68250.0,187811.0,23.0,24.0,24.0,1112.0,TEXT,jointEmbedding,a blue colored obelisk,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172426768,82357.0,187811.0,17.0,17.0,17.0,588.0,TEXT,jointEmbedding,A rock carving followed,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172426768,82357.0,187811.0,17.0,17.0,17.0,588.0,TEXT,jointEmbedding,a blue colored obelisk,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172434417,90006.0,187811.0,78.0,78.0,78.0,2915.0,TEXT,jointEmbedding,A rock carving followed,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172434417,90006.0,187811.0,78.0,78.0,78.0,2915.0,TEXT,jointEmbedding,by a picture of a stone/rock sculpture.,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172438219,93808.0,187811.0,98.0,98.0,98.0,2957.0,TEXT,jointEmbedding,A rock carving followed,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172438219,93808.0,187811.0,98.0,98.0,98.0,2957.0,TEXT,jointEmbedding,a picture of a stone/rock sculpture,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172445782,101371.0,187811.0,180.0,180.0,180.0,2905.0,TEXT,jointEmbedding,cvlose up A rock carving followed,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172445782,101371.0,187811.0,180.0,180.0,180.0,2905.0,TEXT,jointEmbedding,a picture of a stone/rock sculpture,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172454487,110076.0,187811.0,97.0,657.0,657.0,4872.0,TEXT,jointEmbedding,A rock carving followed by a picture of a stone/rock sculpture.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172454487,110076.0,187811.0,97.0,657.0,657.0,4872.0,TEXT,jointEmbedding,a picture of a stone/rock sculpture,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172462303,117892.0,187811.0,56.0,57.0,57.0,1945.0,TEXT,jointEmbedding,A rock carving followed by a picture of a stone/rock sculpture.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172462303,117892.0,187811.0,56.0,57.0,57.0,1945.0,TEXT,jointEmbedding,an obelisk,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172471427,127016.0,187811.0,249.0,3030.0,3029.0,10000.0,TEXT,jointEmbedding,A rock carving followed by a picture of a stone/rock sculpture.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172508977,164566.0,187811.0,36.0,336.0,336.0,2819.0,TEXT,jointEmbedding,A rock carving followed by a picture of a stone/rock sculpture.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172508977,164566.0,187811.0,36.0,336.0,336.0,2819.0,TEXT,jointEmbedding,an stone obelisk,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172522457,178046.0,187811.0,5.0,5.0,5.0,1717.0,TEXT,jointEmbedding,A rock carving with a triangle,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse039,visione1,1,1668172522457,178046.0,187811.0,5.0,5.0,5.0,1717.0,TEXT,jointEmbedding,an stone obelisk,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse040,visione1,1,1668172602316,7952.0,37183.0,41.0,41.0,41.0,10000.0,TEXT,jointEmbedding,A black-dressed woman interviews another black-dressed woman.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse041,visione1,1,1668172939788,7671.0,90046.0,1279.0,2522.0,2491.0,10000.0,TEXT,jointEmbedding,A sunrise or sunset at the ocean recorded while paragliding.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse041,visione1,1,1668172987932,55815.0,90046.0,129.0,148.0,148.0,10000.0,TEXT,jointEmbedding,A sunrise or sunset at the ocean,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=true""}",visione
vbse041,visione1,1,1668172996849,64732.0,90046.0,91.0,91.0,91.0,10000.0,TEXT,jointEmbedding,A pink sunrise or sunset at the ocean,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=true""}",visione
vbse041,visione1,1,1668173004642,72525.0,90046.0,24.0,24.0,24.0,581.0,TEXT,jointEmbedding,A pink sunrise or sunset at the ocean,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=true""}",visione
vbse041,visione1,1,1668173004642,72525.0,90046.0,24.0,24.0,24.0,581.0,TEXT,jointEmbedding,A sunrise or sunset at the ocean recorded while paragliding,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=true""}",visione
vbse042,visione1,1,1668173278619,8094.0,121222.0,9.0,inf,65.0,10000.0,TEXT,jointEmbedding,A man in a yellow shirt climbing up a rock.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse043,visione1,1,1668173574730,7423.0,15780.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding,A man playing a banjo and singing in front of a restaurant.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse044,visione1,1,1668173821205,7835.0,57924.0,10.0,110.0,110.0,10000.0,TEXT,jointEmbedding,A shark swimming at the sea floor.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174105345,8370.0,262437.0,296.0,296.0,296.0,10000.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of leaves on the ground.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174177281,80306.0,262437.0,183.0,183.0,183.0,2585.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of leaves on the ground.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174177281,80306.0,262437.0,183.0,183.0,183.0,2585.0,TEXT,jointEmbedding,brown leaves in the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174188435,91460.0,262437.0,29.0,29.0,29.0,6821.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of leaves on the ground.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174188435,91460.0,262437.0,29.0,29.0,29.0,6821.0,TEXT,LocalizedObjectAndColors,tree,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174188435,91460.0,262437.0,29.0,29.0,29.0,6821.0,TEXT,jointEmbedding,brown leaves in the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174188435,91460.0,262437.0,29.0,29.0,29.0,6821.0,TEXT, LocalizedObjectAndColors,2ctree 2dtree 2etree 3ctree 3dtree 3etree 4ctree 4dtree 4etree,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174200379,103404.0,262437.0,122.0,122.0,122.0,6234.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of leaves on the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174200379,103404.0,262437.0,122.0,122.0,122.0,6234.0,TEXT,LocalizedObjectAndColors,tree,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174200379,103404.0,262437.0,122.0,122.0,122.0,6234.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of leaves on the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174200379,103404.0,262437.0,122.0,122.0,122.0,6234.0,TEXT, LocalizedObjectAndColors,2ctree 2dtree 2etree 3ctree 3dtree 3etree 4ctree 4dtree 4etree,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174213924,116949.0,262437.0,101.0,101.0,101.0,6343.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of leaves on the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174213924,116949.0,262437.0,101.0,101.0,101.0,6343.0,TEXT,LocalizedObjectAndColors,tree,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174213924,116949.0,262437.0,101.0,101.0,101.0,6343.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of brown leaves on the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174213924,116949.0,262437.0,101.0,101.0,101.0,6343.0,TEXT, LocalizedObjectAndColors,2ctree 2dtree 2etree 3ctree 3dtree 3etree 4ctree 4dtree 4etree,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174215711,118736.0,262437.0,128.0,128.0,128.0,6139.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of brown leaves on the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174215711,118736.0,262437.0,128.0,128.0,128.0,6139.0,TEXT,LocalizedObjectAndColors,tree,"{""subtype"":""classes"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174215711,118736.0,262437.0,128.0,128.0,128.0,6139.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of brown leaves on the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174215711,118736.0,262437.0,128.0,128.0,128.0,6139.0,TEXT, LocalizedObjectAndColors,2ctree 2dtree 2etree 3ctree 3dtree 3etree 4ctree 4dtree 4etree,"{""subtype"":""position"",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174267985,171010.0,262437.0,183.0,183.0,183.0,5157.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of brown leaves on the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse045,visione1,1,1668174267985,171010.0,262437.0,183.0,183.0,183.0,5157.0,TEXT,jointEmbedding,Zoom-in to a large old tree with lots of brown leaves on the ground,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse046,visione1,1,1668174481694,7621.0,75313.0,1158.0,1158.0,1158.0,10000.0,TEXT,jointEmbedding,Close-up of a singer of whom you cannot see the mouth.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse047,visione1,1,1668174963108,6903.0,14113.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding,A fir tree with a blurred lake in the background.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse048,visione1,1,1668176182836,8455.0,72702.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,A zoom-in to large old mushroom-shaped trees.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse048,visione1,1,1668176203424,29043.0,72702.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,A zoom-in to large old mushroom-shaped trees.,"{""subtype"":"""",""queryparameter"":""textualMode=tern,occur=and,simReorder=false""}",visione
vbse048,visione1,1,1668176203476,29095.0,72702.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,A zoom-in to large old mushroom-shaped trees.,"{""subtype"":"""",""queryparameter"":""textualMode=tern,occur=and,simReorder=false""}",visione
vbse048,visione1,1,1668176211650,37269.0,72702.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,A zoom-in to large old mushroom-shaped trees.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse048,visione1,1,1668176214442,40061.0,72702.0,inf,inf,inf,10000.0,TEXT,jointEmbedding,A zoom-in to large old mushroom-shaped trees.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse048,visione1,1,1668176236080,61699.0,72702.0,inf,inf,inf,1242.0,TEXT,jointEmbedding,A zoom-in to large old mushroom-shaped trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse048,visione1,1,1668176236080,61699.0,72702.0,inf,inf,inf,1242.0,TEXT,jointEmbedding,a fountain between the tree,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse048,visione1,1,1668176240532,66151.0,72702.0,19.0,20.0,20.0,1151.0,TEXT,jointEmbedding,A zoom-in to large old traingle-shaped trees.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse048,visione1,1,1668176240532,66151.0,72702.0,19.0,20.0,20.0,1151.0,TEXT,jointEmbedding,a fountain between the tree,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse049,visione1,1,1668176378919,8212.0,168801.0,21.0,589.0,589.0,10000.0,TEXT,jointEmbedding,A man in a white t-shirt playing guitar and singing at night in a room.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse049,visione1,1,1668176518859,148152.0,168801.0,6.0,6.0,6.0,4284.0,Image,globalFeatures,10609/10609_30.jpg,"{""subtype"":""image similarity"",""queryparameter"":""simReorder=false""}",visione
vbse050,visione1,1,1668176627418,8030.0,58731.0,32.0,inf,inf,10000.0,TEXT,jointEmbedding,A man in black clothes is introducing a camera stand.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse051,visione1,1,1668176826567,8706.0,14930.0,4.0,4.0,4.0,10000.0,TEXT,jointEmbedding,A man is setting up a starting ramp for a model airplane.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse052,visione1,1,1668177148493,8888.0,91953.0,14.0,75.0,75.0,10000.0,TEXT,jointEmbedding,Buildings carved into large rocks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse052,visione1,1,1668177206722,67117.0,91953.0,inf,inf,inf,94.0,TEXT,jointEmbedding,Buildings carved into large rocks.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse052,visione1,1,1668177206722,67117.0,91953.0,inf,inf,inf,94.0,TEXT,jointEmbedding,there are snone coumns,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse052,visione1,1,1668177209849,70244.0,91953.0,9.0,inf,inf,376.0,TEXT,jointEmbedding,Buildings carved into large rocks.,"{""subtype"":"""",""queryparameter"":""Temporal_query1, textualMode=clip,occur=and,simReorder=false""}",visione
vbse052,visione1,1,1668177209849,70244.0,91953.0,9.0,inf,inf,376.0,TEXT,jointEmbedding,there are snone columns,"{""subtype"":"""",""queryparameter"":""Temporal_query2, textualMode=clip,occur=and,simReorder=false""}",visione
vbse052,visione1,1,1668177214015,74410.0,91953.0,14.0,75.0,75.0,10000.0,TEXT,jointEmbedding,Buildings carved into large rocks.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse052,visione1,1,1668177218226,78621.0,91953.0,12.0,63.0,62.0,10000.0,TEXT,jointEmbedding,Buildings carved into large rocks,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse053,visione1,1,1668177349248,7943.0,102352.0,13.0,412.0,259.0,10000.0,TEXT,jointEmbedding,A group of rappers singing and dancing outside.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse054,visione1,1,1668177663793,7205.0,120953.0,6045.0,inf,inf,10000.0,TEXT,jointEmbedding,First-person view of a mountainbike downhill race.,"{""subtype"":"""",""queryparameter"":""textualMode=clip,occur=and,simReorder=false""}",visione
vbse054,visione1,1,1668177675640,19052.0,120953.0,inf,inf,inf,1000.0,Image,globalFeatures,12185/12185_128.jpg,"{""subtype"":""sematic video similarity (clip)"",""queryparameter"":""simReorder=false""}",visione
